,Food Code,Category,Food,Proteins (g),Fats (g),Carbs (g),Calories,Cholesterol,Saturated Fats (g),Total Fat (% Calories),Total Protein (% Calories),Total Carbohydrate (% Calories),Gram_Weight,Portion_Desc
5196,91301250,Carbs,"Syrup, pancake, maple flavored (Log Cabin, Original Aunt Jemimah)",0.0,0.1,69.5999,265.0,0.0,0.018000000000000002,0.3396,0.0,105.0565,20.0,tablespoon
5197,91301510,Carbs,"Syrup, pancake, reduced calorie (Lite syrup)",0.0,0.0,44.5499,165.0,0.0,0.0,0.0,0.0,107.9998,15.0,tablespoon
5198,91302010,Carbs,Honey,0.3,0.0,82.4,304.0,0.0,0.0,0.0,0.3947,108.4211,21.0,tablespoon
5199,91303000,Carbs,Molasses,0.0,0.1,74.73,290.0,0.0,0.018000000000000002,0.3103,0.0,103.0759,20.0,tablespoon
5200,91303750,Carbs,Chocolate gravy,3.06,4.15,53.3599,250.0,11.0,2.5539,14.94,4.896,85.3758,17.0,tablespoon
5201,91304010,Carbs,Butterscotch syrup,0.19,1.8,72.8199,284.0,4.0,1.03,5.7042,0.2676,102.5632,21.19,tablespoon
5202,91304020,Carbs,"Chocolate syrup, thick (hot fudge topping)",4.5998,8.9,62.8999,350.0,1.0,3.98,22.8857,5.2569,71.8856,21.0,tablespoon
5203,91304030,Carbs,Fruit syrup (strawberry or pineapple ice cream topping),0.18,0.1,66.3199,254.0,0.0,0.008,0.3543,0.2835,104.4408,21.19,tablespoon
5204,91304040,Carbs,Marshmallow creme (marshmallow fluff) ,0.8,0.3,79.0,322.0,0.0,0.055999999999999994,0.8385,0.9938,98.1366,6.2,tablespoon
5205,91304050,Carbs,Hard sauce,0.25,24.03,62.52,456.0,64.0,15.218,47.4276,0.2193,54.8421,10.5,tablespoon
5206,91304060,Carbs,Wet nuts (nuts in syrup),4.5,22.0,58.0799,448.0,0.0,1.96,44.1964,4.0179,51.8571,20.0,tablespoon
5207,91304070,Carbs,Peanut butter syrup (ice cream topping),6.96,8.5298,56.53,290.0,1.0,2.3149,26.4718,9.6,77.9724,21.19,tablespoon
5208,91304090,Fats,Chocolate flavored hazelnut spread (Nutella),5.41,29.73,62.1599,541.0,0.0,28.4228,49.4584,4.0,45.9593,18.0,tablespoon
5209,91304300,Fats,"Topping, chocolate, hard coating (Magic Shell topping)",5.37,44.1499,48.0,544.0,0.0,23.545,73.0421,3.9485,35.2941,16.69,tablespoon
5210,91305010,Carbs,"Icing, chocolate",1.1,17.6,63.2,397.0,0.0,5.5259,39.8992,1.1083,63.6776,17.19,tablespoon
5211,91305020,Carbs,"Icing, white",0.0,16.23,67.89,418.0,0.0,2.9739999999999998,34.945,0.0,64.9665,19.89,tablespoon
5212,91351010,Carbs,"Syrup, dietetic, sugar free (Estee breakfast syrup)",0.8,0.0,49.2,40.0,0.0,0.0,0.0,8.0,492.0,15.0,tablespoon
5213,91361010,Carbs,Sweet and sour sauce,0.27,0.02,38.2199,150.0,0.0,0.0,0.12,0.72,101.9197,15.0,tablespoon
5214,91361020,Carbs,Fruit sauce,0.47,7.4599,41.2199,227.0,20.0,4.69,29.5767,0.8282,72.6342,21.0,tablespoon
5215,91361040,Carbs,"Dessert sauce, vanilla",0.09,7.79,19.6,145.0,21.0,4.931,48.3517,0.2483,54.069,16.5,tablespoon
5216,91361050,Carbs,Duck sauce,0.36,0.13,60.6099,245.0,0.0,0.051,0.4776,0.5878,98.9549,18.0,tablespoon
5217,91361070,Carbs,"Plum sauce, Asian-style",0.65,0.29,50.67,200.0,0.0,0.078,1.305,1.3,101.34,19.0,tablespoon
5218,91401000,Carbs,"Jelly, all flavors",0.15,0.02,69.95,266.0,0.0,0.005,0.0677,0.2256,105.188,19.0,tablespoon
5219,91402000,Carbs,"Jam, preserves, all flavors",0.37,0.07,68.8598,278.0,0.0,0.01,0.2266,0.5324,99.0788,21.0,tablespoon
5220,91403000,Carbs,Apple butter,0.39,0.3,42.4699,173.0,0.0,0.053,1.5607,0.9017,98.1963,18.0,tablespoon
5221,91404000,Carbs,"Marmalade, all flavors",0.3,0.0,66.2998,246.0,0.0,0.0,0.0,0.4878,107.8046,20.0,tablespoon
5222,91405000,Carbs,"Jelly, sweetened with artificial sweetener",0.3,0.3,53.6,132.0,0.0,0.016,2.0455,0.9091,162.4242,18.8,tablespoon
5223,91405500,Carbs,"Jelly, reduced sugar, all flavors",0.3,0.03,46.1,179.0,0.0,0.009000000000000001,0.1508,0.6704,103.0168,18.8,tablespoon
5224,91406000,Carbs,"Jams, preserves, marmalades, sweetened with artificial sweetener",0.3,0.3,53.6,132.0,0.0,0.016,2.0455,0.9091,162.4242,14.0,tablespoon
5225,91406500,Carbs,"Jams, preserves, marmalades, sweetened with fruit juice (Spreadable Fruits)",1.09,0.62,45.07,183.0,0.0,0.069,3.0492,2.3825,98.5137,20.0,tablespoon
5226,91406600,Carbs,"Jams, preserves, marmalades, low sugar (all flavors)",0.46,0.21,36.2899,142.0,0.0,0.01,1.331,1.2958,102.2251,18.1,tablespoon
5227,91407100,Carbs,Guava paste,0.1,0.04,72.8298,282.0,0.0,0.012,0.1277,0.1418,103.3047,19.0,tablespoon
5229,91407150,Carbs,"Bean paste, sweetened",6.2199,0.36,50.1099,222.0,0.0,0.052000000000000005,1.4595,11.207,90.2881,6.7,teaspoon
5230,91500200,Carbs,"Jello (gelatin) powder, sweetened, dry",7.7999,0.0,90.5,381.0,0.0,0.0,0.0,8.1889,95.0131,12.0,tablespoon
5231,91501010,Carbs,Jello (gelatin) dessert,1.22,0.0,14.1899,62.0,0.0,0.0,0.0,7.871,91.5477,240.0,cup
5232,91501015,Carbs,Jello (gelatin) snacks,2.8399,0.0,33.0,139.0,0.0,0.0,0.0,8.1724,94.964,36.0,"jiggler (2"" square)"
5233,91501020,Carbs,"Jello (gelatin) dessert, with fruit",1.09,0.09,16.1099,65.0,0.0,0.028999999999999998,1.2462,6.7077,99.1378,240.0,cup
5234,91501030,Carbs,"Jello (gelatin) dessert, with whipped cream",1.22,1.83,14.83,81.0,0.0,1.578,20.3333,6.0247,73.2346,227.0,cup
5235,91501040,Carbs,"Jello (gelatin) dessert, with fruit and whipped cream",1.1899,4.3098,15.1899,100.0,16.0,2.6589,38.7882,4.7596,60.7596,227.0,cup
5236,91501050,Carbs,"Jello (gelatin) dessert, with cream cheese",1.56,2.5,13.4499,82.0,8.0,1.409,27.439,7.6098,65.6093,239.0,cup
5237,91501060,Carbs,"Jello (gelatin) dessert, with sour cream",1.4098,4.36,11.69,91.0,12.0,2.5459,43.1209,6.1969,51.3846,227.0,cup
5238,91501080,Carbs,"Jello (gelatin) dessert, with fruit and cream cheese",1.32,1.71,15.5398,78.0,5.0,0.946,19.7308,6.7692,79.6913,239.0,cup
5239,91501100,Carbs,"Jello (gelatin) salad, with vegetables (onions, peppers, celery, radishes)",1.11,0.03,12.1198,51.0,0.0,0.008,0.5294,8.7059,95.0573,243.0,cup
5240,91511010,Carbs,"Jello (gelatin) dessert, with low calorie sweetener",0.34,0.0,1.72,4.0,0.0,0.0,0.0,34.0,172.0,240.0,cup
5241,91511020,Carbs,"Jello (gelatin) dessert, with low calorie sweetener, with fruit",0.86,0.1,10.58,43.0,0.0,0.032,2.093,8.0,98.4186,240.0,cup
5242,91511030,Carbs,"Jello (gelatin) dessert, with low calorie sweetener, with whipped topping",0.84,0.47,4.7199,26.0,0.0,0.251,16.2692,12.9231,72.6138,227.0,cup
5243,91550100,Carbs,"Coconut cream cake, Puerto Rican style",2.41,14.65,47.4399,318.0,82.0,11.940999999999999,41.4623,3.0314,59.6728,240.0,cup
5244,91550300,Carbs,"Pineapple custard, Puerto Rican style ",5.7,4.23,23.73,155.0,163.0,1.374,24.5613,14.7097,61.2387,120.0,"piece (3-1/4"" x 2"" x 1"")"
5245,91560100,Fats,Haupia (coconut pudding),1.98,20.41,23.57,272.0,0.0,18.094,67.5331,2.9118,34.6618,213.0,cup
5246,91601000,Carbs,"Ice, fruit",0.4,0.0,32.6,128.0,0.0,0.0,0.0,1.25,101.875,193.0,cup
5247,91611000,Carbs,Ice pop (popsicle),0.0,0.24,19.23,79.0,0.0,0.013000000000000001,2.7342,0.0,97.3671,55.0,single stick
5248,91611050,Carbs,"Ice pop (popsicle), filled with ice cream",1.1598,3.79,20.67,121.0,15.0,2.249,28.1901,3.834,68.3306,59.0,cream pop (about 2 oz)
5249,91611100,Carbs,"Ice pop (popsicle), with low calorie sweetener",0.0,0.0,5.9199,24.0,0.0,0.0,0.0,0.0,98.665,52.0,single stick
5250,91621000,Carbs,Snow cone (slurpee),0.4,0.0,32.6,128.0,0.0,0.0,0.0,1.25,101.875,190.0,snow cone
5251,91700500,Fats,"M&M's, almond",7.53,27.76,60.5,522.0,8.0,9.435,47.8621,5.7701,46.3602,195.0,cup
5252,91701010,Fats,"Almonds, chocolate covered",17.27,45.6599,30.89,574.0,7.0,8.32,71.5922,12.0348,21.5261,170.0,cup
5253,91701020,Carbs,"Almonds, sugar-coated",10.0,17.93,68.26,474.0,0.0,1.9480000000000002,34.0443,8.4388,57.6034,35.0,box (1.3 oz)
5254,91701030,Fats,"Almonds, yogurt-covered",12.8599,38.4799,43.57,553.0,1.0,15.036,62.6255,9.3019,31.5154,184.0,cup
5255,91702010,Carbs,Butterscotch morsels or chips,2.2,29.05,67.0999,539.0,0.0,24.1,48.5065,1.6327,49.7958,226.18,cup
5256,91703010,Carbs,Chocolate-flavored roll (Tootsie Roll),1.59,3.31,87.73,387.0,2.0,0.9670000000000001,7.6977,1.6434,90.677,35.0,roll (1.3 oz)
5257,91703020,Carbs,Caramel,4.5998,8.0998,77.0,382.0,7.0,2.476,19.0833,4.8165,80.6283,7.0,medium piece
5258,91703030,Carbs,"Caramel, with walnuts",5.7698,14.39,70.03,412.0,6.0,2.878,31.4345,5.6017,67.9903,6.0,piece
5259,91703040,Carbs,"Caramel, chocolate covered (Riesen, Russel Stover, Caramello)",5.2999,13.06,72.95,417.0,11.0,6.1638,28.1871,5.0838,69.976,45.0,bar
5260,91703060,Carbs,"Caramel, with nuts, chocolate covered (turtles)",9.5,21.0,60.67,470.0,0.0,4.657,40.2128,8.0851,51.634,14.0,piece
5261,91703070,Carbs,Rolo,5.08,20.93,67.95,474.0,12.0,14.542,39.7405,4.2869,57.3418,54.0,package (1.9 oz)
5262,91703080,Carbs,"Caramel, sugar free",2.24,14.23,72.64,433.0,1.0,2.688,29.5774,2.0693,67.1039,7.0,piece
5263,91703150,Carbs,"Toblerone, milk chocolate with honey and almond nougat",7.0,25.46,64.3499,514.0,20.0,15.982999999999999,44.5798,5.4475,50.0777,100.0,package (3.52 oz)
5264,91703200,Carbs,TWIX Caramel Cookie Bars,4.91,24.85,64.7998,502.0,7.0,18.96,44.5518,3.9124,51.6333,58.0,"package (2.06 oz, 2 bars)"
5265,91703250,Fats,TWIX Chocolate Fudge Cookie Bars,7.2999,33.2999,56.0,550.0,6.0,4.9619,54.4907,5.309,40.7273,45.0,package Twix Chocolate Fudge Cookie Bars (1.6 oz)
5266,91703300,Fats,TWIX Peanut Butter Cookie Bars,9.1798,32.67,54.1499,536.0,6.0,15.7578,54.8563,6.8506,40.4104,54.0,"package (1.89 oz, 2 bars)"
5267,91703400,Carbs,Whatchamacallit,8.0398,23.68,63.2299,494.0,12.0,17.0398,43.1417,6.51,51.1983,48.0,bar
5268,91703500,Fats,"Almonds, carob-coated",15.88,41.1199,36.84,559.0,0.0,17.206,66.2038,11.3631,26.3614,28.35,ounce(s)
5269,91703600,Fats,"Espresso coffee beans, chocolate-covered",7.41,33.18,55.25,549.0,20.0,18.137999999999998,54.3934,5.3989,40.255,160.0,cup
5270,91705010,Fats,"Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)",7.65,29.66,59.3999,535.0,23.0,18.509,49.8953,5.7196,44.4111,44.0,bar (1.6 oz)
5271,91705020,Fats,"Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)",7.6398,29.37,59.67,511.0,23.0,15.89,51.728,5.9803,46.7084,44.0,bar (1.6 oz)
5272,91705030,Carbs,Kit Kat,6.5099,25.9898,64.59,518.0,11.0,17.9529,45.156,5.0269,49.8764,43.0,bar (1.5 oz)
5273,91705040,Fats,"Chocolate bar, milk, with nuts (pecans, hazelnuts or cashews)",8.64,35.06,52.5,552.0,19.0,16.3648,57.163,6.2609,38.0435,57.0,bar (2 oz)
5274,91705050,Carbs,"Chocolate bar, milk, with fruit and nuts (Nestle Chunky)",7.58,24.3798,59.9799,456.0,8.0,13.210999999999999,48.118,6.6491,52.6139,40.0,bar (1.4 oz)
5275,91705060,Fats,"Chocolate bar, milk, with almonds",9.0,34.3999,53.3999,526.0,19.0,17.701,58.8591,6.8441,40.6083,41.0,bar (1.5 oz)
5276,91705070,Fats,"Chocolate bar, milk, with peanuts (Mr. Goodbar)",10.22,33.21,54.34,538.0,10.0,14.13,55.5558,7.5985,40.4015,49.0,bar (1.8 oz)
5277,91705200,Fats,"Chocolate chips, semi-sweet",4.2,30.0,63.8999,480.0,0.0,17.75,56.25,3.5,53.2499,168.0,"cup, morsels"
5278,91705300,Fats,"Chocolate bar, dark, plain (Hershey Special Dark)",4.5,33.2,60.18,528.0,4.0,19.535999999999998,56.5909,3.4091,45.5909,41.0,bar (1.5 oz)
5279,91705310,Fats,"Chocolate bar, dark, with almonds (Hershey Special Dark with Almonds)",6.5499,33.81,56.4799,553.0,6.0,17.6118,55.0253,4.7377,40.8535,41.0,bar (1.4 oz)
5280,91705400,Fats,"Chocolate bar, white, plain",5.87,32.09,59.24,539.0,21.0,19.4118,53.5826,4.3562,43.9629,5.0,piece
5281,91705410,Fats,"Chocolate bar, white, with almonds",8.1998,35.1499,53.1499,547.0,18.0,17.093,57.8335,5.9962,38.8665,40.0,bar (1.4 oz)
5282,91705420,Fats,"Chocolate bar, white, with crisped rice (Nestle Crunch)",7.6398,29.37,59.67,511.0,23.0,15.89,51.728,5.9803,46.7084,43.0,bar (1.5 oz)
5283,91705430,Carbs,Kit Kat White,6.5099,25.9898,64.59,518.0,11.0,17.9529,45.156,5.0269,49.8764,42.0,bar
5284,91705500,Carbs,Mexican chocolate,3.64,15.59,77.4098,426.0,0.0,8.6059,32.9366,3.4178,72.6853,85.0,tablet (3 oz)
5285,91706000,Fats,"Chocolate bar, dark, coconut filled (Mounds)",4.5998,26.6,58.59,486.0,2.0,20.5798,49.2593,3.7858,48.2222,50.0,bar (1.7 oz)
5286,91706100,Carbs,"Coconut candy, no chocolate covering (Bon-bon)",1.01,12.46,75.5699,404.0,0.0,11.0139,27.7574,1.0,74.8217,46.2,bar (1.65 oz)
5287,91706400,Carbs,"Coconut candy, Puerto Rican style",1.31,13.64,74.6598,408.0,0.0,12.092,30.0882,1.2843,73.1959,240.0,cup
5288,91707000,Carbs,"Fondant candy (Candy Corn, Mentos, Mints)",0.0,0.02,93.18,373.0,0.0,0.0,0.0483,0.0,99.9249,11.0,small piece or mint
5289,91707010,Carbs,"Fondant candy, chocolate covered (Cadbury Creme Egg, Peppermint Patties, Thin Mints, Junior Mints)",2.2,9.3,80.4,366.0,0.0,5.4599,22.8689,2.4044,87.8689,39.0,large peppermint pattie (1.4 oz)
5290,91708000,Carbs,"Fruit peel, candied",0.34,0.07,82.7399,322.0,0.0,0.01,0.1957,0.4224,102.7825,3.0,piece
5291,91708010,Carbs,Dried fruit and nut bar (date bar),4.1699,18.09,58.07,379.0,0.0,1.574,42.9578,4.4009,61.2876,28.35,ounce(s)
5292,91708020,Carbs,"Soft fruit candy (Aplets & Cotlets, Turkish delight)",2.31,9.5198,73.81,390.0,0.0,0.898,21.9688,2.3692,75.7026,14.0,piece
5293,91708030,Carbs,"Fruit snack candy (Roll Up, Gushers, Fun Fruits)",0.55,2.8399,84.31,365.0,0.0,0.6609999999999999,7.0025,0.6027,92.3945,26.0,pouch (0.9 oz)
5294,91708070,Carbs,Tamarind candy,1.52,0.37,85.04,328.0,0.0,0.152,1.0152,1.8537,103.7073,4.2,small piece
5295,91708100,Carbs,"Fruit snacks, high vitamin C (Welch's Fruit Snacks, Brach's Hi-C Fruit Snacks)",0.08,0.0,87.9698,352.0,0.0,0.0,0.0,0.0909,99.9657,26.0,pouch (0.9 oz)
5296,91708150,Carbs,"Yogurt covered fruit snacks, with added vitamin C (Kellogg's Yogos Bits)",0.0,7.5,86.9,415.0,3.0,1.389,16.2651,0.0,83.759,20.0,pouch (0.7 oz)
5297,91709000,Carbs,"Gumdrops, chocolate covered",2.14,8.3,87.84,435.0,6.0,5.1829,17.1724,1.9678,80.7724,14.0,piece
5298,91713010,Carbs,"Fudge, chocolate, chocolate covered",3.97,16.18,71.3298,448.0,17.0,10.066,32.5045,3.5446,63.6873,22.0,piece (1-inch cube)
5299,91713020,Carbs,"Fudge, chocolate, chocolate covered, with nuts",5.36,22.1498,65.37,483.0,15.0,10.095,41.2729,4.4389,54.1366,22.0,piece (1-inch cube)
5300,91713030,Carbs,"Fudge, chocolate",2.39,10.41,76.4398,411.0,14.0,6.4479999999999995,22.7956,2.326,74.394,22.0,piece (1-inch cube)
5301,91713040,Carbs,"Fudge, chocolate, with nuts",4.3799,18.93,67.93,461.0,12.0,6.4889,36.9566,3.8003,58.9414,22.0,piece (1-inch cube)
5302,91713050,Carbs,"Fudge, peanut butter",7.0198,16.6,66.62,434.0,11.0,5.1509,34.424,6.4699,61.4009,22.0,piece (1-inch cube)
5303,91713060,Carbs,"Fudge, peanut butter, with nuts",8.48,22.8,60.95,473.0,10.0,5.4859,43.3827,7.1712,51.5433,22.0,piece (1-inch cube)
5304,91713070,Carbs,"Fudge, vanilla",1.05,5.45,82.15,383.0,15.0,3.3819999999999997,12.8068,1.0966,85.7963,22.0,piece (1-inch cube)
5305,91713080,Carbs,"Fudge, vanilla, with nuts",3.0,13.69,74.6098,435.0,13.0,3.8279,28.3241,2.7586,68.6067,22.0,piece (1-inch cube)
5306,91713090,Carbs,"Fudge, divinity",4.24,7.7199,83.2099,399.0,0.0,0.43700000000000006,17.4133,4.2506,83.4184,12.0,piece (1-inch cube)
5307,91713100,Carbs,"Fudge, brown sugar (penuche)",2.1,10.21,77.7699,396.0,1.0,1.091,23.2045,2.1212,78.5555,22.0,piece (1-inch cube)
5308,91715000,Carbs,"Fudge, caramel and nut, chocolate covered candy (Oh Henry)",7.7,23.0,65.5,462.0,7.0,9.5998,44.8052,6.6667,56.71,34.0,piece
5309,91715100,Carbs,Snickers Bar,7.53,23.85,61.5099,491.0,13.0,9.068999999999999,43.7169,6.1344,50.1099,57.0,bar (2 oz)
5310,91715200,Carbs,Baby Ruth,5.4,21.6,64.7998,459.0,0.0,12.1,42.3529,4.7059,56.4704,60.0,bar (2.1 oz)
5311,91715300,Carbs,100 GRAND Bar,2.5,19.3298,70.9698,468.0,12.0,11.9,37.1727,2.1368,60.6579,43.0,bar (1.5 oz)
5312,91716010,Fats,"Halvah, plain",7.98,31.87,57.56,522.0,0.0,5.6029,54.9483,6.1149,44.1073,49.6,bar (1.8 oz)
5313,91716110,Fats,"Halvah, chocolate covered",7.8799,31.25,58.0799,526.0,6.0,9.217,53.4696,5.9923,44.1672,49.6,bar (1.8 oz)
5314,91718000,Carbs,Honey-combed hard candy with peanut butter (Chick-o-Stick),8.71,20.1099,67.31,456.0,4.0,5.729,39.6906,7.6404,59.0439,50.0,bar (1.8 oz)
5315,91718050,Carbs,"Honey-combed hard candy with peanut butter, chocolate covered (Clark Bar, 5th Avenue Bar)",8.7798,23.98,62.68,482.0,6.0,6.65,44.7759,7.2861,52.0166,54.0,bar (1.9 oz)
5316,91718100,Carbs,Butterfinger,5.4,18.8998,72.9,459.0,0.0,9.5,37.0584,4.7059,63.5294,61.0,bar (2.1 oz)
5317,91718110,Carbs,Butterfinger Crisp,6.6699,18.3298,68.45,465.0,0.0,10.592,35.477,5.7375,58.8817,60.0,bar (2.1 oz)
5318,91718200,Fats,"Sprinkles, chocolate-flavored",1.99,30.0398,66.7998,511.0,0.0,25.593000000000004,52.9077,1.5577,52.2895,11.0,tablespoon
5319,91721000,Carbs,Licorice,0.0,0.05,93.5498,375.0,0.0,0.0,0.12,0.0,99.7865,11.0,stick
5320,91723000,Carbs,Marshmallow,1.8,0.2,81.2998,318.0,0.0,0.055999999999999994,0.566,2.2642,102.2639,7.2,large
5321,91723010,Carbs,"Marshmallow, chocolate covered",2.43,10.4,75.03,375.0,0.0,6.0629,24.96,2.592,80.032,11.0,piece
5322,91723020,Carbs,"Marshmallow, candy-coated (Peeps)",1.1598,0.13,87.9899,343.0,0.0,0.036000000000000004,0.3411,1.3525,102.6121,14.0,egg (.5 oz)
5323,91723050,Carbs,"Marshmallow, coconut-coated",2.4199,5.49,72.23,332.0,0.0,4.7648,14.8825,2.9155,87.0241,10.0,piece
5324,91726000,Carbs,"Nougat, plain",3.33,1.6698,92.39,398.0,0.0,1.6669999999999998,3.7759,3.3467,92.8543,14.0,piece or miniature bar
5325,91726110,Carbs,"Nougat, with caramel, chocolate covered",4.0099,17.23,71.17,456.0,9.0,12.015999999999998,34.0066,3.5175,62.4298,57.0,bar (2.1 oz)
5326,91726130,Carbs,Milky Way Bar,4.0099,17.23,71.17,456.0,9.0,12.015999999999998,34.0066,3.5175,62.4298,60.0,bar (2.1 oz)
5327,91726140,Carbs,Milky Way Midnight Bar ,3.2,17.5,71.2198,443.0,10.0,11.474,35.553,2.8894,64.3068,50.0,bar (1.8 oz)
5328,91726150,Carbs,Mars Almond Bar,8.0998,23.0,62.7,467.0,17.0,7.2679,44.3255,6.9377,53.7045,50.0,bar (1.8 oz)
5329,91726410,Carbs,"Nougat, chocolate covered (Charleston Chew)",4.54,9.5099,83.15,436.0,6.0,6.382999999999999,19.6305,4.1651,76.2844,53.0,bar (1.9 oz)
5330,91726420,Carbs,3 Musketeers Bar,2.6,12.75,77.7699,436.0,5.0,8.646,26.3188,2.3853,71.3485,60.39,bar (2.1 oz)
5331,91727010,Fats,"Nuts, chocolate covered, (hazelnuts, brazil nuts, cashews)",11.39,41.6,42.0499,568.0,12.0,12.66,65.9155,8.0211,29.6126,28.35,ounce (about 10 nuts)
5332,91728000,Carbs,"Nut roll, fudge or nougat, caramel and nuts (Payday)",11.84,23.73,55.96,465.0,8.0,5.25,45.929,10.1849,48.1376,53.0,bar (1.9 oz)
5333,91728500,Fats,"Pecans, sugared ",7.29,48.77,31.8599,560.0,0.0,4.1859,78.3804,5.2071,22.7571,12.0,portion (10 pecan halves)
5334,91731000,Fats,"Peanuts, chocolate covered",13.1,33.5,49.7,519.0,9.0,14.6,58.0925,10.0963,38.3044,149.0,cup
5335,91731010,Carbs,"M&M's, peanut",9.57,26.1298,60.4799,515.0,8.0,10.169,45.6637,7.433,46.9747,47.0,package (1.7 oz)
5336,91731060,Fats,"M&M's, peanut butter",10.16,29.32,56.89,529.0,7.0,18.4849,49.8828,7.6824,43.017,46.0,package (1.6 oz)
5337,91731100,Fats,"Peanuts, sugar-coated",15.5,33.7,47.3999,522.0,0.0,4.6779,58.1034,11.8774,36.3218,64.0,box (2.25 oz)
5338,91731150,Fats,"Peanuts, yogurt covered",14.84,37.0099,42.43,542.0,1.0,16.332,61.4556,10.952,31.3137,2.0,piece
5339,91732000,Fats,Peanut bar,15.5,33.7,47.3999,522.0,0.0,4.6779,58.1034,11.8774,36.3218,40.0,bar (1.4 oz)
5340,91732100,Fats,Planters Peanut Bar,16.26,30.4499,50.84,510.0,0.0,5.0198,53.7351,12.7529,39.8745,45.0,bar (1.6 oz)
5341,91733000,Carbs,Peanut brittle,7.57,18.98,71.2399,486.0,12.0,4.144,35.1481,6.2305,58.6337,13.0,large piece
5342,91733200,Fats,"Peanut bar, chocolate covered ",13.07,32.45,51.1199,526.0,7.0,8.9658,55.5228,9.9392,38.8744,57.0,bar (2.1 oz)
5343,91734000,Fats,"Peanut butter, chocolate covered (peanut butter egg, Peanut Butter Meltaway Bar)",11.46,28.02,57.63,509.0,8.0,10.157,49.5442,9.0059,45.2888,43.0,bar (1.5 oz)
5344,91734100,Fats,Reese's Peanut Butter Cup,10.24,30.53,55.3599,515.0,6.0,10.73,53.3534,7.9534,42.998,42.0,"package (2 cups, 1.5 oz)"
5345,91734200,Carbs,Reese's Pieces,12.46,24.77,59.8599,497.0,0.0,16.42,44.8551,10.0282,48.177,43.0,packet (1.5 oz)
5346,91734300,Fats,Reese's Sticks,9.5298,31.34,55.38,521.0,6.0,13.21,54.1382,7.3165,42.5182,42.0,package (1.5 oz)
5347,91734400,Carbs,Reese's Fast Break,8.9299,23.21,63.8999,495.0,9.0,8.0358,42.2,7.2161,51.6363,57.0,bar (2 oz)
5348,91734450,Fats,Reese's Crispy Crunchy Bar,9.5298,31.34,55.53,542.0,5.0,12.959000000000001,52.0406,7.0331,40.9815,48.0,bar
5349,91734500,Fats,Peanut butter morsels or chips,18.3,29.8,46.88,529.0,1.0,13.1198,50.6994,13.8374,35.448,42.0,"portion (1/4 cup, about 84 pieces)"
5350,91735000,Carbs,Pralines,2.1,10.21,77.7699,396.0,1.0,1.091,23.2045,2.1212,78.5555,56.0,praline (2 oz)
5351,91736000,Carbs,"Pineapple candy, Puerto Rican style",0.65,0.14,85.1299,329.0,0.0,0.009000000000000001,0.383,0.7903,103.5014,58.0,"portion (1/4 cup, 2 oz)"
5352,91739010,Carbs,"Raisins, chocolate covered",4.0998,14.8,68.4,390.0,3.0,10.272,34.1538,4.2049,70.1538,44.79,package (1.6 oz)
5353,91739600,Carbs,"Raisins, yogurt covered",4.25,11.6099,72.78,393.0,0.0,10.157,26.5876,4.3257,74.0763,47.79,"portion (1/4 cup, about 40 raisins)"
5354,91742010,Fats,Sesame Crunch (Sahadi),11.6,33.2999,50.2999,516.0,0.0,4.6619,58.0812,8.9922,38.9922,1.8,piece
5355,91745010,Carbs,Gummy candy (gummies),0.0,0.0,98.9,396.0,0.0,0.0,0.0,0.0,99.899,4.2,"medium gumdrop (3/4"" across)"
5356,91745020,Carbs,"Hard candy (Jolly Rancher, Life Savers, Gob Stoppers, Lollipop) ",0.0,0.2,98.0,394.0,0.0,0.0,0.4569,0.0,99.4924,6.0,medium piece
5357,91745040,Carbs,Butterscotch hard candy,0.03,3.2999,90.4,391.0,9.0,2.0649,7.5957,0.0307,92.4808,6.0,piece
5358,91745100,Carbs,Skittles,0.19,4.37,90.78,405.0,0.0,4.115,9.7111,0.1877,89.6593,61.5,package (2.2 oz)
5359,91746010,Carbs,Sugar-coated chocolate discs (Snow Caps),4.33,21.1298,71.1898,492.0,14.0,13.08,38.6521,3.5203,57.8779,3.39,nonpareils
5360,91746100,Carbs,"M&M's, plain",4.33,21.1298,71.1898,492.0,14.0,13.08,38.6521,3.5203,57.8779,48.0,package (1.7 oz)
5361,91746120,Carbs,Sixlets,4.33,21.1298,71.1898,492.0,14.0,13.08,38.6521,3.5203,57.8779,6.29,tube (8 pieces)
5362,91746150,Carbs,"Easter egg, candy coated chocolate (Cadbury's Mini Eggs)",4.33,21.1298,71.1898,492.0,14.0,13.08,38.6521,3.5203,57.8779,43.0,bag Cadbury Mini Eggs (1.5 oz)
5363,91746200,Carbs,"M&M's, pretzel",5.0,15.0,72.9398,447.0,13.0,8.986,30.2013,4.4743,65.2705,32.0,package (1.7 oz)
5364,91750000,Carbs,"Taffy (Starburst, Laffy Taffy, Salt Water Taffy)",0.81,8.0298,81.93,400.0,0.0,7.207999999999999,18.0671,0.81,81.93,9.4,piece
5365,91760000,Carbs,"Toffee, plain",4.6699,8.22,78.17,388.0,7.0,2.5139,19.067,4.8143,80.5876,7.0,piece
