Action,Food_Item_ID,foodcode,modcode,foodname,All Foods,Beverages,"Breads, cereals, bakery items",Pasta and rice*,Fruits*,Vegetables*,Dairy*,"Meat, poultry, fish, eggs, and soy*",Meals and entrees (mixed dishes),Snacks,Additions to foods**,Fast foods,Sweets and desserts,Recipe Ingredients,,
,,91739600,000000,"Raisins, yogurt covered",X,,,,,,,,,X,,,X,X,,
,,91742010,000000,Sesame Crunch (Sahadi),X,,,,,,,,,X,,,X,X,,
,,91745010,000000,Gummy candy (gummies),X,,,,,,,,,X,,,X,X,,
,,91745020,000000,"Hard candy (Jolly Rancher, Life Savers, Gob Stoppers, Lollipop) ",X,,,,,,,,,X,,,X,X,,
,,91745040,000000,Butterscotch hard candy,X,,,,,,,,,X,,,X,X,,
,,91745100,000000,Skittles,X,,,,,,,,,X,,,X,X,,
,,91746010,000000,Sugar-coated chocolate discs (Snow Caps),X,,,,,,,,,X,,,X,X,,
,,91746100,000000,"M&M's, plain",X,,,,,,,,,X,,,X,X,,
,,91746120,000000,Sixlets,X,,,,,,,,,X,,,X,X,,
,,91746150,000000,"Easter eggs, candy coated chocolate (Cadbury's Mini Eggs)",X,,,,,,,,,X,,,X,X,,
,,91746200,000000,"M&M's, pretzel",X,,,,,,,,,,,,X,,,
,,91750000,000000,"Taffy (Starburst, Laffy Taffy, Salt Water Taffy)",X,,,,,,,,,X,,,X,X,,
,,91760000,000000,"Toffee, plain",X,,,,,,,,,X,,,X,X,,
,,91760100,000000,"Toffee, chocolate covered (Heath Bar, Skor Bar)",X,,,,,,,,,X,,,X,X,,
,,91760200,000000,"Toffee, chocolate-coated, with nuts (Almond Roca)",X,,,,,,,,,X,,,X,X,,
,,91760500,000000,Chocolate truffle,X,,,,,,,,,X,,,X,X,,
,,91760700,000000,"Wax candy, liquid filled (Sathers Pop Bottles)",X,,,,,,,,,X,,,X,,,
,,91770010,000000,"Gumdrops, dietetic or low calorie ",X,,,,,,,,,X,,,X,,,
,,91770020,000000,"Hard candy, dietetic or low calorie",X,,,,,,,,,X,,,X,,,
,,91770030,000000,"Candy, chocolate covered, dietetic or low calorie ",X,,,,,,,,,X,,,X,,,
,,91770050,000000,"Mints, dietetic or low calorie",X,,,,,,,,,X,,,X,,,
,,91780010,000000,Snickers Marathon Energy bar,X,,,,,,,,,X,,,X,,,
,,91781010,000000,Snickers Marathon Protein bar,X,,,,,,,,,X,,,X,,,
,,91799999,000000,"Baking chocolate, unsweetened",X,,,,,,,,,,,,X,X,,
,,91801000,000000,"Chewing gum, sugared",X,,,,,,,,,X,,,X,,,
,,91802000,000000,"Chewing gum, sugarless",X,,,,,,,,,X,,,X,,,
,,92101000,000000,"coffee, brewed regular",X,X,,,,,,,,,,,,X,,
,,92101500,000000,"Coffee, brewed, regular and decaffeinated mixture",X,X,,,,,,,,,,,,X,,
,,92101600,000000,"Coffee, Turkish",X,X,,,,,,,,,,,,X,,
,,92101610,000000,Espresso,X,X,,,,,,,,,,,,X,,
,,92101630,000000,"Espresso, decaffeinated",X,X,,,,,,,,,,,,X,,
,,92101640,000000,"Coffee, Mexican",X,X,,,,,,,,,,,,,,
,,92101650,000000,"Coffee, Mexican, with sugar",X,X,,,,,,,,,,,,,,
,,92101660,000000,"Coffee, Mexican, decaffeinated",X,X,,,,,,,,,,,,,,
,,92101670,000000,"Coffee, Mexican, decaffeinated, with sugar",X,X,,,,,,,,,,,,,,
,,92101700,000000,"Coffee, brewed, flavored",X,X,,,,,,,,,,,,X,,
,,92101800,000000,"Coffee, Cuban",X,X,,,,,,,,,,,,X,,
,,92101900,201503,"Latte (espresso coffee), regular, with skim milk ",X,X,,,,,X,,,,,,,,,
,,92101900,203108,"Latte (espresso coffee), regular, with 2% milk ",X,X,,,,,X,,,,,,,,,
,,92101900,206405,"Latte (espresso coffee), regular, with whole milk ",X,X,,,,,X,,,,,,,,,
,,92101900,206440,"Latte (espresso coffee), regular, with 1% milk ",X,X,,,,,X,,,,,,,,,
,,92101900,206726,"Latte (espresso coffee), with half and half",X,X,,,,,,,,,,,,,,
,,92101900,206901,"Latte (espresso coffee), with cream",X,X,,,,,,,,,,,,,,
,,92101900,207303,"Latte (espresso coffee), with soymilk",X,X,,,,,X,,,,,,,,,
,,92101910,000000,"Latte (espresso coffee), decaffeinated",X,X,,,,,X,,,,,,,,,
,,92101910,206442,"Latte (espresso coffee), decaffeinated, with 1% milk",X,X,,,,,X,,,,,,,,,
,,92101910,206444,"Latte (espresso coffee), decaffeinated, with whole milk",X,X,,,,,X,,,,,,,,,
,,92101910,206760,"Latte (espresso coffee), decaffeinated, with skim milk",X,X,,,,,X,,,,,,,,,
,,92101910,207081,"Latte (espresso coffee), decaffeinated, with 2% milk",X,X,,,,,X,,,,,,,,,
,,92101910,207415,"Latte (espresso coffee), decaffeinated, with soymilk",X,X,,,,,X,,,,,,,,,
,,92101920,000000,"Frappuccino, regular, with whole milk ",X,X,,,,,X,,,,,,X,,,
,,92101920,206598,"Frappuccino, regular, with 1% milk ",X,X,,,,,X,,,,,,X,,,
,,92101920,206619,"Frappuccino, regular, with 2% milk ",X,X,,,,,X,,,,,,X,,,
,,92101920,206735,"Frappuccino, regular, with cream",X,X,,,,,,,,,,,,,,
,,92101920,207523,"Frappuccino, regular, with skim milk",X,X,,,,,X,,,,,,,,,
,,92101925,000000,"Frappuccino, regular, with whole milk and whipped cream",X,X,,,,,X,,,,,,,,,
,,92101930,000000,"Frappuccino, decaffeinated, with whole milk",X,X,,,,,X,,,,,,,,,
,,92101930,206599,"Frappuccino, decaffeinated, with 1% milk",X,X,,,,,X,,,,,,,,,
,,92101935,000000,"Frappuccino, decaffeinated, with whole milk and whipped cream",X,X,,,,,X,,,,,,,,,
,,92101950,101316,"Mocha, with skim milk and whipped cream ",X,X,,,,,X,,,,,,,,,
,,92101950,205578,"Mocha, with 2% milk and whipped cream ",X,X,,,,,X,,,,,,,,,
,,92101950,206423,"Mocha, with whole milk and whipped cream ",X,X,,,,,X,,,,,,,,,
,,92101950,206694,"Mocha, with 1% milk and whipped cream",X,X,,,,,X,,,,,,,,,
,,92101950,207676,"Mocha, with half and half and whipped cream",X,X,,,,,,,,,,,,,,
,,92101960,000000,"Mocha, with soymilk and whipped cream",X,X,,,,,X,,,,,,,,,
,,92103000,000000,"Coffee, instant, regular",X,X,,,,,,,,,,,,X,,
,,92104000,000000,"Coffee, instant, 50% less caffeine",X,X,,,,,,,,,,,,X,,
,,92105000,000000,"Coffee, liquid concentrate",X,X,,,,,,,,,,,,X,,
,,92105010,000000,"Coffee, made from liquid concentrate",X,X,,,,,,,,,,,,,,
,,92111010,000000,"Coffee, brewed, decaffeinated",X,X,,,,,,,,,,,,X,,
,,92114000,000000,"Coffee, instant, decaffeinated",X,X,,,,,,,,,,,,X,,
,,92121000,000000,"Cappucino, instant, with sugar",X,X,,,,,,,,,,,,,,
,,92121010,000000,"Coffee, instant, regular, with sugar",X,X,,,,,,,,,,,,,,
,,92121020,000000,"Mocha mix, dry instant powder, prepared with water",X,X,,,,,,,,,,,,,,
,,92121030,000000,"Mocha mix, dry instant powder, with low calorie sweetener, prepared with water",X,X,,,,,,,,,,,,,,
,,92121040,000000,"Coffee, instant, regular, with low calorie sweetener and creamer",X,X,,,,,,,,,,,,,,
,,92121050,000000,"Mocha, made from powdered instant mix, decaffeinated, with low calorie sweetener",X,X,,,,,,,,,,,,,,
,,92130000,000000,"Coffee, regular, with cream and sugar (from vending)",X,X,,,,,,,,,,,,,,
,,92130001,000000,"Coffee, decaffeinated, with cream and sugar (from vending)",X,X,,,,,,,,,,,,,,
,,92130005,000000,"Coffee, regular, with cream and low-calorie sweetener (from vending)",X,X,,,,,,,,,,,,,,
,,92130006,000000,"Coffee, decaffeinated, with cream and low-calorie sweetener (from vending)",X,X,,,,,,,,,,,,,,
,,92130010,000000,"Coffee, regular, with cream (from vending)",X,X,,,,,,,,,,,,,,
,,92130020,000000,"Coffee, regular, with sugar (from vending)",X,X,,,,,,,,,,,,,,
,,92151000,000000,"Coffee and chicory, regular, instant",X,X,,,,,,,,,,,,,,
,,92151100,000000,"Coffee and chicory, decaffeinated, instant",X,X,,,,,,,,,,,,,,
,,92152000,000000,"Coffee and chicory, regular, instant",X,X,,,,,,,,,,,,,,
,,92161000,000000,"Cappuccino, regular, with whole milk ",X,X,,,,,X,,,,,,,,,
,,92161000,101315,"Cappuccino, regular, with 2% milk ",X,X,,,,,X,,,,,,,,,
,,92161000,202295,"Cappuccino, regular, with skim milk ",X,X,,,,,X,,,,,,,,,
,,92161000,205450,"Cappuccino, regular, with 1% milk",X,X,,,,,X,,,,,,,,,
,,92161000,206563,"Cappuccino, regular, with half and half",X,X,,,,,,,,,,,,,,
,,92161000,207164,"Cappuccino, regular, with non-dairy creamer",X,X,,,,,,,,,,,,,,
,,92161000,207364,"Cappuccino, regular, with soymilk ",X,X,,,,,X,,,,,,,,,
,,92161005,000000,"Caramel macchiato, regular",X,X,,,,,X,,,,,,,,,
,,92162000,000000,"Cappuccino, decaffeinated, with whole milk",X,X,,,,,X,,,,,,,,,
,,92162000,207157,"Cappuccino, decaffeinated, with 2% milk",X,X,,,,,X,,,,,,,,,
,,92162000,207279,"Cappuccino, decaffeinated, with skim milk",X,X,,,,,X,,,,,,,,,
,,92162000,207407,"Cappuccino, decaffeinated, with 1% milk",X,X,,,,,X,,,,,,,,,
,,92162005,000000,"Caramel macchiato, decaffeinated",X,X,,,,,X,,,,,,,,,
,,92191500,000000,"Chicory coffee, dry instant powder",X,X,,,,,,,,,,,,X,,
,,92191520,000000,"Chicory coffee, dry instant powder, decaffeinated, ",X,X,,,,,,,,,,,,,,
,,92192000,000000,"Mocha mix, dry instant powder",X,X,,,,,,,,,,,,X,,
,,92192030,000000,"Mocha mix, dry instant powder, with low calorie sweetener",X,X,,,,,,,,,,,,X,,
,,92192040,000000,"Mocha mix, dry instant powder, with low calorie sweetener, decaffeinated",X,X,,,,,,,,,,,,X,,
,,92193000,000000,"Coffee, dry instant powder, flavored",X,X,,,,,,,,,,,,X,,
,,92193020,000000,"Coffee, dry instant powder, with low calorie sweetener",X,X,,,,,,,,,,,,X,,
,,92201010,000000,"Postum, prepared with water",X,X,,,,,,,,,,,,X,,
,,92202010,000000,Chicory coffee  ,X,X,,,,,,,,,,,,X,,
,,92204000,000000,"Yerba mate, sweetened",X,X,,,,,,,,,,,,X,,
,,92205000,000000,"Rice beverage (Rice Dream, rice drink)",X,X,,,,,,,,,,,,X,,
,,92291300,000000,"Postum, dry powder",X,X,,,,,,,,,,,,X,,
,,92302000,000000,"Tea, brewed, unsweetened",X,X,,,,,,,,,,,,X,,
,,92302200,000000,"Iced tea, sweetened with sugar",X,X,,,,,,,,,,,,,,
,,92302300,000000,"Iced tea, sweetened with low calorie sweetener",X,X,,,,,,,,,,,,,,
,,92302500,000000,"Iced tea, decaffeinated, unsweetened",X,X,,,,,,,,,,,,,,
,,92302600,000000,"Iced tea, decaffeinated, sweetened with sugar",X,X,,,,,,,,,,,,,,
,,92302700,000000,"Iced tea, decaffeinated, sweetened with low calorie sweetener",X,X,,,,,,,,,,,,,,
,,92304000,000000,"Iced tea, from frozen concentrate, unsweetened",X,X,,,,,,,,,,,,X,,
,,92304700,000000,"Iced tea, from frozen concentrate, decaffeinated, sweetened with low calorie sweetener",X,X,,,,,,,,,,,,,,
,,92305010,000000,"Iced tea, from instant powder, unsweetened",X,X,,,,,,,,,,,,X,,
,,92305040,000000,"Iced tea, from instant powder, sweetened with sugar",X,X,,,,,,,,,,,,,,
,,92305050,000000,"Iced tea, from instant powder, decaffeinated, sweetened with sugar",X,X,,,,,,,,,,,,,,
,,92305090,000000,"Iced tea, from instant powder, sweetened with low calorie sweetener",X,X,,,,,,,,,,,,,,
,,92305110,000000,"Iced tea, from instant powder, decaffeinated, sweetened with low calorie sweetener",X,X,,,,,,,,,,,,,,
,,92305180,000000,"Iced tea, from instant powder, decaffeinated, unsweetened",X,X,,,,,,,,,,,,,,
,,92306000,000000,"Tea, herbal",X,X,,,,,,,,,,,,X,,
,,92306020,000000,"Tea, herbal, sweetened with sugar",X,X,,,,,,,,,,,,,,
,,92306030,000000,"Tea, herbal, sweetened with low calorie sweetener",X,X,,,,,,,,,,,,,,
,,92306090,000000,"Tea, hibiscus",X,X,,,,,,,,,,,,X,,
,,92306610,000000,Russian tea,X,X,,,,,,,,,,,,,,
,,92306700,000000,"Tea, chamomile",X,X,,,,,,,,,,,,,,
,,92307000,000000,"Tea, instant powder, dry",X,X,,,,,,,,,,,,,,
,,92307500,000000,"Arnold Palmer (half tea, half lemonade)",X,X,,,,,,,,,,,,,,
,,92307510,000000,"Arnold Palmer (half tea, half lemonade), low calorie",X,X,,,,,,,,,,,,,,
,,92410110,000000,"Carbonated water, sweetened (Penafiel, Clearly Canadian, Mistic Sparkling Water)",X,X,,,,,,,,,,,,X,,
,,92410210,000000,"Carbonated water, unsweetened (Club soda)",X,X,,,,,,,,,,,,X,,
,,92410250,000000,"Carbonated water, sweetened, with low-calorie or no-calorie sweetener (Diet Mistic Sparkling Water)",X,X,,,,,,,,,,,,,,
,,92410310,000000,"Soft drink, cola (Pepsi, Coke)",X,X,,,,,,,,,,X,,X,,
,,92410315,000000,"Soft drink, cola, reduced sugar (C2)",X,X,,,,,,,,,,,,X,,
,,92410320,000000,"Soft drink, cola, diet (Diet Pepsi, Diet Coke)",X,X,,,,,,,,,,X,,X,,
,,92410330,000000,"Soft drink, cola, with extra caffeine (Jolt Cola)",X,X,,,,,,,,,,,,X,,
,,92410340,000000,"Soft drink, cola, decaffeinated (Caffeine Free Pepsi, Caffeine Free Coke)",X,X,,,,,,,,,,X,,X,,
,,92410350,000000,"Soft drink, cola, decaffeinated, diet (Caffeine Free Diet Pepsi, Caffeine Free Diet Coke)",X,X,,,,,,,,,,X,,X,,
,,92410360,000000,"Soft drink, pepper type, (Dr. Pepper, Mr. Pibb)",X,X,,,,,,,,,,X,,X,,
,,92410370,000000,"Soft drink, pepper type, diet (Diet Dr. Pepper)",X,X,,,,,,,,,,X,,X,,
,,92410390,000000,"Soft drink, pepper type, decaffeinated, (Caffeine Free Dr. Pepper)",X,X,,,,,,,,,,X,,X,,
,,92410400,000000,"Soft drink, pepper type, diet, decaffeinated, (Caffeine Free Diet Dr. Pepper)",X,X,,,,,,,,,,,,X,,
,,92410410,000000,"Soft drink, cream soda",X,X,,,,,,,,,,,,X,,
,,92410420,000000,"Soft drink, cream soda, diet",X,X,,,,,,,,,,,,X,,
,,92410510,000000,"lemon-lime soda, caffeine free",X,X,,,,,,,,,,X,,X,,
,,92410520,000000,"Soft drink, fruit-flavored, diet, caffeine free (Sprite, Sierra Mist, 7-Up)",X,X,,,,,,,,,,X,,X,,
,,92410550,000000,"Soft drink, fruit flavored, caffeine containing (Mountain Dew, Mellow Yellow)",X,X,,,,,,,,,,X,,X,,
,,92410560,000000,"Soft drink, fruit flavored, caffeine containing, diet (Diet Mountain Dew, Diet Mellow Yellow)",X,X,,,,,,,,,,,,X,,
,,92410610,000000,"Soft drink, ginger ale",X,X,,,,,,,,,,,,X,,
,,92410620,000000,"Soft drink, ginger ale, diet",X,X,,,,,,,,,,,,X,,
,,92410710,000000,"Soft drink, root beer",X,X,,,,,,,,,,X,,X,,
,,92410720,000000,"Soft drink, root beer, diet",X,X,,,,,,,,,,X,,X,,
,,92411510,000000,"Soft drink, cola, fruit or vanilla flavor (Cherry Coke, Vanilla Coke, Pepsi Wild Cherry)",X,X,,,,,,,,,,,,X,,
,,92411610,000000,"Soft drink, cola, fruit or vanilla flavor, diet (Diet Cherry Coke, Diet Vanilla Coke, Diet Pepsi Wild Cherry)",X,X,,,,,,,,,,,,X,,
,,92432000,000000,Carbonated citrus juice drink,X,X,,,,,,,,,,,,,,
,,92433000,000000,Carbonated  juice drink (Mistic Spring Water),X,X,,,,,,,,,,,,X,,
,,92510610,000000,Limeade,X,X,,,,,,,,,,,,X,,
,,92510650,000000,"Tamarind drink, Puerto Rican ",X,X,,,,,,,,,,,,X,,
,,92510720,000000,"Fruit punch, made with fruit juice and soda",X,X,,,,,,,,,,,,X,,
,,92510730,000000,"Fruit punch, made with soda, fruit juice, and sherbet or ice cream",X,X,,,,,,,,,,,,X,,
,,92511000,000000,"Lemonade, frozen concentrate, not reconstituted",X,X,,,,,,,,,,,,X,,
,,92511010,000000,"Fruit flavored drink (Snapple, Country Time Lemonade, Kool-Aid Bursts, Little Hugs)",X,X,,,,,,,,,,,,X,,
,,92512040,000000,"Daiquiri mix, frozen concentrate, not reconstituted",X,X,,,,,,,,,,,,,,
,,92512050,000000,"Daiquiri mix, from frozen concentrate, reconstituted",X,X,,,,,,,,,,,,X,,
,,92512090,000000,"Pina Colada, nonalcoholic",X,X,,,,,,,,,,,,X,,
,,92512110,000000,"Whiskey sour, nonalcoholic",X,X,,,,,,,,,,,,X,,
,,92513000,000000,"Fruit flavored frozen drink (Slushie, Slurpee, Icee)",X,X,,,,,,,,,,,,,,
,,92530410,000000,"Fruit flavored drink, high vitamin C (Fruit Punch, Tropicana Twister Lemonade, Minute Maid Orange Drink)",X,X,,,,,,,,,,,,X,,
,,92530510,000000,cranberry juice cocktail,X,X,,,,,,,,,,,,X,,
,,92530610,000000,"Fruit juice drink, with high vitamin C (Hi-C, Hawaiian Punch, Tropicana Twister, Ocean Spray Juice Cocktail, Minute Maid)  ",X,X,,,,,,,,,,,,X,,
,,92530950,000000,"Vegetable and fruit juice drink, with high vitamin C (V8 Splash)",X,X,,,,,,,,,,,,X,,
,,92531030,000000,"Fruit juice drink, with thiamin and vitamin C, (Sunny Delight)",X,X,,,,,,,,,,,,X,,
,,92541010,000000,"Fruit flavored drink, from powdered mix (Kool-Aid, Lemonade from mix)",X,X,,,,,,,,,,,,X,,
,,92542000,000000,"Fruit flavored drink, from powdered mix, with vitamin C (Tang)",X,X,,,,,,,,,,,,X,,
,,92550030,000000,"Fruit juice drink, low calorie, with vitamin C (Minute Maid Light, Tropicana Light Lemonade) ",X,X,,,,,,,,,,,,X,,
,,92550040,000000,"Fruit juice drink, low calorie (Welch's Diet, Diet Snapple)",X,X,,,,,,,,,,,,X,,
,,92550110,000000,"Cranberry juice cocktail or drink, low calorie, with vitamin C",X,X,,,,,,,,,,,,X,,
,,92550350,000000,"Light orange juice beverage, lower calorie, with artificial sweetener (Tropicana, Minute Maid, Dole)",X,X,,,X,,,,,,,,,X,,
,,92550400,000000,"Vegetable and fruit juice drink, low calorie, with vitamin C (Diet V8 Splash)",X,X,,,,,,,,,,,,X,,
,,92550405,000000,"Vegetable and fruit juice drink, low calorie, with vitamin C, E, and A (V8 V-Fusion Light)",X,X,,,,,,,,,,,,X,,
,,92550610,000000,"Fruit flavored drink, low calorie, with vitamin C (Light Lemonade)",X,X,,,,,,,,,,,,X,,
,,92550620,000000,"Fruit flavored drink, low calorie (Light Lemonade, Crystal Light, Minute Maid Light)",X,X,,,,,,,,,,,,X,,
,,92552000,000000,"Fruit flavored drink, from powdered mix, low calorie, with vitamin C (Sugar Free Tang)",X,X,,,,,,,,,,,,X,,
,,92552010,000000,"Fruit flavored drink, from powdered mix, low calorie (Crystal Light, Sugar Free Kool-Aid)",X,X,,,,,,,,,,,,X,,
,,92552020,000000,"Fruit juice drink, reduced sugar, with thiamin and  vitamin C (Sunny Delight reduced sugar)",X,X,,,,,,,,,,,,X,,
,,92552030,000000,"Fruit juice drink, reduced sugar, with vitamin E (Capri Sun)",X,X,,,,,,,,,,,,X,,
,,92553000,000000,"Fruit-flavored thirst quencher beverage, low calorie (Sports Drink reduced sugar)",X,X,,,,,,,,,,,,X,,
,,92560000,000000,Fruit-flavored thirst quencher beverage (Sports Drink),X,X,,,,,,,,,,,,X,,
,,92560100,000000,Gatorade Thirst Quencher sports drink,X,X,,,,,,,,,,,,X,,
,,92560200,000000,Powerade sports drink,X,X,,,,,,,,,,,,X,,
,,92565000,000000,"Fruit-flavored sports drink or thirst quencher beverage, low calorie",X,X,,,,,,,,,,,,,,
,,92565100,000000,"Gatorade G2 thirst quencher sports drink, low calorie",X,X,,,,,,,,,,,,,,
,,92565200,000000,"Powerade Zero sports drink, low calorie",X,X,,,,,,,,,,,,,,
,,92570100,000000,"Fluid replacement, electrolyte solution (Pedialyte)",X,X,,,,,,,,,,,,,,
,,92582100,000000,"Fruit juice drink, with high vitamin C, plus added calcium",X,X,,,,,,,,,,,,X,,
,,92582110,000000,"Fruit juice drink, with thiamin (vitamin B1) and high vitamin C plus calcium (Sunny Delight Plus Calcium)",X,X,,,,,,,,,,,,X,,
,,92582120,000000,"Fruit flavored drink, reduced sugar, with high vitamin C, plus added calcium",X,X,,,,,,,,,,,,X,,
,,92610010,000000,"Horchata, made with almonds (horchata de almendras)",X,X,,,,,,,,,,,,,,
,,92610010,206931,"Horchata, with skim milk",X,X,,,,,X,,,,,,,,,
,,92610110,000000,Coconut beverage (Refresco de coco),X,X,,,,,,,,,,,,,,
,,92611010,000000,Oatmeal beverage (Frescavena),X,X,,,,,X,,,,,,,,,
,,92611100,000000,"Oatmeal beverage (atole de avena), with whole milk ",X,X,,,,,X,,,,,,,,,
,,92611100,207411,"Oatmeal beverage (atole de avena), with 2% milk ",X,X,,,,,X,,,,,,,,,
,,92611510,204076,"Horchata, with whole milk",X,X,,,,,X,,,,,,,,,
,,92611510,207210,"Horchata, with reduced fat (2%) milk",X,X,,,,,,,,,,,,,,
,,92611510,207395,"Horchata, with low fat (1%) milk",X,X,,,,,,,,,,,,,,
,,92612010,000000,Sugar cane beverage (guarapo),X,X,,,,,,,,,,,,,,
,,92613010,000000,Corn meal beverage (atole),X,X,,,,,,,,,,,,,,
,,92613510,000000,"Corn beverage with chocolate (atole de chocolate), with whole milk ",X,X,,,,,,,,,,,,,,
,,92613510,207036,"Corn beverage with chocolate (atole de chocolate), with skim milk ",X,X,,,,,,,,,,,,,,
,,92650000,000000,Red Bull Energy Drink,X,X,,,,,,,,,,,,X,,
,,92650005,000000,"Red Bull Energy Drink, sugar-free",X,X,,,,,,,,,,,,X,,
,,92650100,000000,Full Throttle Energy Drink,X,X,,,,,,,,,,,,,,
,,92650200,000000,Monster Energy Drink,X,X,,,,,,,,,,,,,,
,,92650205,000000,Mountain Dew AMP Energy Drink,X,X,,,,,,,,,,,,,,
,,92650210,000000,"Mountain Dew AMP Energy Drink, sugar-free",X,X,,,,,,,,,,,,,,
,,92650700,000000,Rockstar Energy Drink,X,X,,,,,,,,,,,,,,
,,92650705,000000,"Rockstar Energy Drink, sugar-free",X,X,,,,,,,,,,,,,,
,,92650800,000000,Vault Energy Drink,X,X,,,,,,,,,,,,,,
,,92650805,000000,Vault Zero Energy drink,X,X,,,,,,,,,,,,,,
,,92801000,000000,"Wine, nonalcoholic",X,X,,,,,,,,,,,,X,,
,,92802000,000000,"Wine, light, nonalcoholic",X,X,,,,,,,,,,,,X,,
,,92803000,000000,Nonalcoholic malt beverage,X,X,,,,,,,,,,,,X,,
,,92804000,000000,Shirley Temple,X,X,,,,,,,,,,,,,,
,,92900110,000000,"Fruit-flavored beverage, powder, with sugar (Kool-Aid)",X,X,,,,,,,,,,,,X,,
,,92900200,000000,"Fruit-flavored beverage, powder, low calorie (Crystal Light)",X,X,,,,,,,,,,,,X,,
,,92900300,000000,"Fruit-flavored thirst quencher beverage, powder (Gatorade)",X,X,,,,,,,,,,,,,,
,,93101000,000000,Beer,X,X,,,,,,,,,,,,X,,
,,93102000,000000,"Beer, lite",X,X,,,,,,,,,,,,X,,
,,93106000,000000,"Alcoholic malt beverage, sweetened (Mike's hard lemonade)",X,X,,,,,,,,,,,,,,
,,93201000,000000,Cordial or liqueur,X,X,,,,,,,,,,,,X,,
,,93301010,000000,Alexander,X,X,,,,,,,,,,,,,,
,,93301020,000000,Bacardi cocktail,X,X,,,,,,,,,,,,,,
,,93301030,000000,Bloody Mary,X,X,,,,,,,,,,,,,,
,,93301031,000000,Canadian Club and soda,X,X,,,,,,,,,,,,,,
,,93301032,000000,Cape Cod,X,X,,,,,,,,,,,,,,
,,93301040,000000,Daiquiri,X,X,,,,,,,,,,,,,,
,,93301050,000000,Gimlet,X,X,,,,,,,,,,,,,,
,,93301060,000000,Gin and Tonic,X,X,,,,,,,,,,,,,,
,,93301070,000000,Grasshopper,X,X,,,,,,,,,,,,,,
,,93301080,000000,High ball,X,X,,,,,,,,,,,,,,
,,93301085,000000,Kamikaze,X,X,,,,,,,,,,,,,,
,,93301090,000000,Manhattan,X,X,,,,,,,,,,,,,,
,,93301100,000000,Margarita,X,X,,,,,,,,,,,,,,
,,93301110,000000,Martini,X,X,,,,,,,,,,,,,,
,,93301115,000000,Mimosa,X,X,,,,,,,,,,,,,,
,,93301120,000000,Mint julep,X,X,,,,,,,,,,,,,,
,,93301125,000000,Mojito,X,X,,,,,,,,,,,,,,
,,93301130,000000,Old fashioned,X,X,,,,,,,,,,,,,,
,,93301135,000000,Rob Roy,X,X,,,,,,,,,,,,,,
,,93301136,000000,Rusty Nail,X,X,,,,,,,,,,,,,,
,,93301139,000000,Salty Dog,X,X,,,,,,,,,,,,,,
,,93301140,000000,Screwdriver,X,X,,,,,,,,,,,,,,
,,93301141,000000,Seabreeze,X,X,,,,,,,,,,,,,,
,,93301142,000000,Seven and Seven,X,X,,,,,,,,,,,,,,
,,93301150,000000,Tom Collins,X,X,,,,,,,,,,,,,,
,,93301160,000000,Whiskey sour,X,X,,,,,,,,,,,,,,
,,93301170,000000,Bourbon and soda,X,X,,,,,,,,,,,,,,
,,93301190,000000,Rum and cola,X,X,,,,,,,,,,,,,,
,,93301200,000000,Pina Colada,X,X,,,,,,,,,,,,,,
,,93301220,000000,"Coquito, Puerto Rican (coconut, rum)",X,X,,,,,,,,,,,,,,
,,93301230,000000,Sloe gin fizz,X,X,,,,,,,,,,,,,,
,,93301240,000000,Black Russian,X,X,,,,,,,,,,,,,,
,,93301250,000000,White Russian,X,X,,,,,,,,,,,,,,
,,93301270,000000,"Fruit punch, alcoholic",X,X,,,,,,,,,,,,,,
,,93301280,000000,Singapore Sling,X,X,,,,,,,,,,,,,,
,,93301290,000000,Stinger,X,X,,,,,,,,,,,,,,
,,93301300,000000,Gibson,X,X,,,,,,,,,,,,,,
,,93301310,000000,Mai Tai,X,X,,,,,,,,,,,,,,
,,93301320,000000,Tequila Sunrise,X,X,,,,,,,,,,,,,,
,,93301330,000000,Gin Rickey,X,X,,,,,,,,,,,,,,
,,93301340,000000,Golden Cadillac,X,X,,,,,,,,,,,,,,
,,93301360,000000,Long Island iced tea,X,X,,,,,,,,,,,,,,
,,93301370,000000,Fuzzy Navel,X,X,,,,,,,,,,,,,,
,,93301400,000000,Irish Coffee,X,X,,,,,,,,,,,,X,,
,,93301450,000000,Liqueur with cream (Bailey's),X,X,,,,,,,,,,,,X,,
,,93301500,000000,"Daiquiri, frozen",X,X,,,,,,,,,,,,X,,
,,93301510,000000,"Margarita, frozen",X,X,,,,,,,,,,,,X,,
,,93301550,000000,"Eggnog, alcoholic",X,X,,,,,,,,,,,,X,,
,,93301600,000000,Gin fizz,X,X,,,,,,,,,,,,,,
,,93302000,000000,"Rum, hot buttered",X,X,,,,,,,,,,,,X,,
,,93302100,000000,Zombie,X,X,,,,,,,,,,,,,,
,,93401010,000000,"Wine, red",X,X,,,,,,,,,,,,X,,
,,93401020,000000,white wine,X,X,,,,,,,,,,,,X,,
,,93401100,000000,"Wine, rice",X,X,,,,,,,,,,,,X,,
,,93401300,000000,"Wine, cooking, sherry",X,,,,,,,,,,,,,X,,
,,93402000,000000,"Wine, dessert, sweet",X,X,,,,,,,,,,,,X,,
,,93403000,000000,"Wine, light",X,X,,,,,,,,,,,,X,,
