Action,Food_Item_ID,foodcode,modcode,foodname,All Foods,Beverages,"Breads, cereals, bakery items",Pasta and rice*,Fruits*,Vegetables*,Dairy*,"Meat, poultry, fish, eggs, and soy*",Meals and entrees (mixed dishes),Snacks,Additions to foods**,Fast foods,Sweets and desserts,Recipe Ingredients,,
,,58101620,000000,"Soft taco, with beef, beans, cheese, lettuce and salsa",X,,,,,,,,X,,,X,,,,
,,58101625,000000,"Soft taco, with chicken, beans, cheese, lettuce and salsa",X,,,,,,,,X,,,X,,,,
,,58101630,000000,"Soft taco, with beef, beans, cheese, lettuce, salsa and sour cream",X,,,,,,,,X,,,X,,,,
,,58101635,000000,"Soft taco, with chicken, beans, cheese, lettuce, salsa and sour cream",X,,,,,,,,X,,,X,,,,
,,58101720,000000,"Tacos or tostadas with beans and cheese, meatless, with lettuce, tomato and salsa",X,,,,,,,,X,,,X,,,,
,,58101725,000000,"Taco, with beans, cheese, lettuce, salsa and sour cream",X,,,,,,,,X,,,X,,,,
,,58101730,000000,"Tacos or tostadas with beans, cheese, meat, lettuce, tomato and salsa",X,,,,,,,,X,,,X,,,,
,,58101733,000000,"Taco, with beef, beans, cheese and lettuce (fast food)",X,,,,,,,,X,,,X,,,,
,,58101735,000000,"Taco, with chicken, beans, cheese, lettuce and salsa",X,,,,,,,,X,,,X,,,,
,,58101745,000000,"Taco, with beef, beans, cheese, lettuce, salsa and sour cream",X,,,,,,,,X,,,X,,,,
,,58101750,000000,"Taco, with chicken, beans, cheese, lettuce, salsa and sour cream",X,,,,,,,,X,,,X,,,,
,,58101800,000000,Hamburger Helper Taco Bake (ground beef with tomato sauce and taco seasonings on a cornbread crust),X,,,,,,,,X,,,,,,,
,,58101820,000000,"Frito Pie with beans (Mexican casserole with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips)",X,,,,,,,,X,,,,,,,
,,58101830,000000,"Frito Pie without beans  (Mexican casserole with ground beef, tomato sauce, cheese, taco seasonings, and corn chips)",X,,,,,,,,X,,,,,,,
,,58101910,000000,"Taco salad, with corn chips, with beef and cheese",X,,,,,,,,X,,,,,,,
,,58101930,000000,"Taco salad, in fried flour tortilla, with beef, beans and cheese",X,,,,,,,,X,,,X,,,,
,,58101935,000000,"Taco salad, in fried flour tortilla, with chicken, beans and cheese",X,,,,,,,,X,,,X,,,,
,,58101940,000000,"Taco salad, in fried flour tortilla, with beans and cheese",X,,,,,,,,X,,,,,,,
,,58101945,000000,"Taco salad, in fried flour tortilla, with beef, beans, cheese, and sour cream",X,,,,,,,,X,,,X,,,,
,,58101950,000000,"Taco salad, in fried flour tortilla, with chicken, beans, cheese, and sour cream",X,,,,,,,,X,,,X,,,,
,,58101955,000000,"Taco salad, in fried flour tortilla, with beans, cheese, and sour cream",X,,,,,,,,X,,,X,,,,
,,58103120,000000,"Tamales, with beef",X,,,,,,,,X,,,,,,,
,,58103130,000000,"Tamales, with chicken",X,,,,,,,,X,,,,,,,
,,58103200,000000,"Tamales, plain, meatless, no sauce, Puerto Rican style or Caribbean Style",X,,X,,,,,,,,,,,,,
,,58103210,000000,"Tamales, meatless, with sauce, Puerto Rican or Caribbean style",X,,,,,,,,X,,,,,,,
,,58103250,000000,"Tamales, plain, meatless, no sauce, Mexican style",X,,X,,,,,,,,,,,,,
,,58103310,000000,Tamale casserole with beef,X,,,,,,,,X,,,,,,,
,,58104080,000000,"Nachos, with beef, beans, cheese, and sour cream",X,,,,,,,,X,X,,X,,,,
,,58104090,000000,"Nachos, with cheese and sour cream",X,,,,,,,,X,X,,X,,,,
,,58104100,000000,"Nachos, with cheese",X,,,,,,,,X,X,,X,,,,
,,58104110,000000,"Nachos, with beans",X,,,,,,,,X,X,,,,,,
,,58104120,000000,"Nachos, with beans and cheese",X,,,,,,,,X,X,,X,,,,
,,58104130,000000,"Nachos, with beef, beans, and cheese",X,,,,,,,,X,X,,,,,,
,,58104140,000000,"Nachos, with beef and cheese",X,,,,,,,,X,X,,,,,,
,,58104150,000000,"Nachos, with chicken and cheese",X,,,,,,,,X,,,X,,,,
,,58104160,000000,"Nachos, with chili and cheese",X,,,,,,,,X,X,,X,,,,
,,58104180,000000,"Nachos, with beef, beans, cheese, tomato and sour cream (Nachos Supreme)",X,,,,,,,,X,X,,X,,,,
,,58104190,000000,"Nachos, with chicken, cheese, and sour cream",X,,,,,,,,X,,,X,,,,
,,58104260,000000,"Chalupa with beans, cheese, lettuce and tomato",X,,,,,,,,X,X,,,,,,
,,58104270,000000,Chalupa with beans and sour cream,X,,,,,,,,X,,,X,,,,
,,58104280,000000,"Chalupa with beef, cheese, lettuce, tomato and sour cream (Chalupa Supreme)",X,,,,,,,,X,,,X,,,,
,,58104290,000000,"Chalupa with beef, cheese, lettuce, tomato and salsa (Chalupa Baja)",X,,,,,,,,X,,,X,,,,
,,58104310,000000,"Chalupa with beans, chicken, cheese, lettuce and tomato",X,,,,,,,,X,,,,,,,
,,58104320,000000,"Chalupa with chicken, cheese, lettuce, tomato and sour cream (Chalupa Supreme)",X,,,,,,,,X,,,X,,,,
,,58104340,000000,"Chalupa with chicken, cheese, lettuce, tomato and salsa (Chalupa Baja)",X,,,,,,,,X,,,X,,,,
,,58104450,000000,"Chimichanga, with beef",X,,,,,,,,X,,,,,,,
,,58104500,000000,"Chimichanga, with beef, beans, and cheese",X,,,,,,,,X,,,,,,,
,,58104510,000000,"Chimichanga, with beef and cheese",X,,,,,,,,X,,,,,,,
,,58104520,000000,"Chimichanga, with beans and cheese",X,,,,,,,,X,,,,,,,
,,58104530,000000,"Chimichanga, with chicken, beans and cheese",X,,,,,,,,X,,,X,,,,
,,58104535,000000,"Chimichanga, with beef, cheese and sour cream",X,,,,,,,,X,,,,,,,
,,58104540,000000,"Chimichanga, with beans, cheese and sour cream",X,,,,,,,,X,,,,,,,
,,58104550,000000,"Chimichanga, with chicken, beans, cheese and sour cream",X,,,,,,,,X,,,,,,,
,,58104600,000000,"Chimichanga, with beef and rice",X,,,,,,,,X,,,,,,,
,,58104710,000000,"Quesadilla, cheese",X,,,,,,,,X,,,X,,,,
,,58104720,000000,"Quesadilla, cheese (fast food)",X,,,,,,,,X,,,X,,,,
,,58104730,000000,"Quesadilla, beef and cheese",X,,,,,,,,X,,,X,,,,
,,58104740,000000,"Quesadilla, chicken and cheese",X,,,,,,,,X,,,X,,,,
,,58104745,000000,"Quesadilla, chicken (fast food)",X,,,,,,,,X,,,X,,,,
,,58104750,000000,"Quesadilla, vegetables and cheese",X,,,,,,,,X,,,,,,,
,,58104760,000000,"Quesadilla, beef, vegetables and cheese",X,,,,,,,,X,,,,,,,
,,58104770,000000,"Quesadilla, chicken, vegetables and cheese",X,,,,,,,,X,,,,,,,
,,58104800,000000,"Taquitos, with cheese",X,,,,,,,,X,,,,,,,
,,58104820,000000,"Taquitos, with beef and cheese",X,,,,,,,,X,,,,,,,
,,58104830,000000,"Taquitos, with chicken and cheese",X,,,,,,,,X,,,,,,,
,,58104900,000000,"Taquitos, with egg",X,,,,,,,,X,,,,,,,
,,58104905,000000,"Taquitos, with egg and bacon",X,,,,,,,,X,,,,,,,
,,58105000,000000,"Fajitas, chicken and vegetable",X,,,,,,,,X,,,,,,,
,,58105050,000000,"Fajitas, beef and vegetable",X,,,,,,,,X,,,,,,,
,,58105075,000000,"Fajitas, vegetable",X,,,,,,,,X,,,,,,,
,,58105100,000000,"Pupusa, cheese-filled",X,,,,,,,,X,,,,,,,
,,58105105,000000,"Pupusa, bean-filled",X,,,,,,,,X,,,,,,,
,,58105110,000000,"Pupusa, meat-filled",X,,,,,,,,X,,,,,,,
,,58106200,000000,"Pizza, cheese, prepared from frozen, thin crust",X,,,,,,,,X,,,,,,,
,,58106205,000000,"Pizza, cheese, prepared from frozen, thick crust",X,,,,,,,,X,,,,,,,
,,58106220,000000,"Pizza, cheese, thin crust",X,,,,,,,,X,,,X,,,,
,,58106225,000000,"Pizza, cheese, regular crust",X,,,,,,,,X,,,X,,,,
,,58106230,000000,"Pizza, cheese, thick crust",X,,,,,,,,X,,,X,,,,
,,58106233,000000,"Pizza, cheese, stuffed crust",X,,,,,,,,X,,,X,,,,
,,58106250,000000,"Pizza, with extra cheese, thin crust",X,,,,,,,,X,,,X,,,,
,,58106255,000000,"Pizza, with extra cheese, regular crust",X,,,,,,,,X,,,X,,,,
,,58106260,000000,"Pizza, with extra cheese, thick crust",X,,,,,,,,X,,,X,,,,
,,58106300,000000,"Pizza, with vegetables, prepared from frozen, thin crust",X,,,,,,,,X,,,,,,,
,,58106305,000000,"Pizza, with vegetables, prepared from frozen, thick crust",X,,,,,,,,X,,,,,,,
,,58106320,000000,"Pizza, with vegetables, thin crust",X,,,,,,,,X,,,X,,,,
,,58106325,000000,"Pizza, with vegetables, regular crust",X,,,,,,,,X,,,X,,,,
,,58106330,000000,"Pizza, with vegetables, thick crust",X,,,,,,,,X,,,X,,,,
,,58106345,000000,"Pizza, with extra vegetables, thin crust (Veggie Lovers, Vegi Feast)",X,,,,,,,,X,,,X,,,,
,,58106347,000000,"Pizza, with  extra vegetables, regular crust (Veggie Lovers, Vegi Feast)",X,,,,,,,,X,,,X,,,,
,,58106350,000000,"Pizza, with  extra vegetables, thick crust (Veggie Lovers, Vegi Feast)",X,,,,,,,,X,,,X,,,,
,,58106358,000000,"Pizza, with pineapple, thin crust",X,,,,,,,,X,,,,,,,
,,58106359,000000,"Pizza, with pineapple, regular crust",X,,,,,,,,X,,,,,,,
,,58106360,000000,"Pizza, with pineapple thick crust",X,,,,,,,,X,,,X,,,,
,,58106411,000000,"Pizza, with chicken, thin crust",X,,,,,,,,X,,,,,,,
,,58106412,000000,"Pizza, with chicken, regular crust",X,,,,,,,,X,,,,,,,
,,58106413,000000,"Pizza, with chicken, thick crust",X,,,,,,,,X,,,,,,,
,,58106441,000000,"Pizza, with chicken and vegetables, thin crust",X,,,,,,,,X,,,,,,,
,,58106442,000000,"Pizza, with chicken and vegetables, regular crust",X,,,,,,,,X,,,,,,,
,,58106443,000000,"Pizza, with chicken and vegetables, thick crust",X,,,,,,,,X,,,,,,,
,,58106461,000000,"Pizza, with chicken and pineapple, thin crust",X,,,,,,,,X,,,,,,,
,,58106462,000000,"Pizza, with chicken and pineapple, regular crust",X,,,,,,,,X,,,,,,,
,,58106463,000000,"Pizza, with chicken and pineapple, thick crust",X,,,,,,,,X,,,,,,,
,,58106500,000000,"Pizza, with meat, prepared from frozen, thin crust",X,,,,,,,,X,,,,,,,
,,58106505,000000,"Pizza, with meat, prepared from frozen, thick crust",X,,,,,,,,X,,,,,,,
,,58106550,000000,"Pizza, with pepperoni, thin crust",X,,,,,,,,X,,,X,,,,
,,58106555,000000,"Pizza, with pepperoni, regular crust",X,,,,,,,,X,,,X,,,,
,,58106560,000000,"Pizza, with pepperoni, thick crust",X,,,,,,,,X,,,X,,,,
,,58106565,000000,"Pizza, with pepperoni, stuffed crust",X,,,,,,,,X,,,X,,,,
,,58106620,000000,"Pizza, with meat, no pepperoni, thin crust",X,,,,,,,,X,,,X,,,,
,,58106625,000000,"Pizza, with meat, no pepperoni, regular crust",X,,,,,,,,X,,,X,,,,
,,58106630,000000,"Pizza, with meat, no pepperoni, thick crust",X,,,,,,,,X,,,X,,,,
,,58106650,000000,"Pizza, with extra meat, thin crust (Meat lovers, Meatzza)",X,,,,,,,,X,,,X,,,,
,,58106655,000000,"Pizza, with extra meat, regular crust (Meat lovers, Meatzza)",X,,,,,,,,X,,,X,,,,
,,58106660,000000,"Pizza, with extra meat, thick crust (Meat lovers, Meatzza)",X,,,,,,,,X,,,X,,,,
,,58106700,000000,"Pizza, with meat and vegetables, prepared from frozen, thin crust",X,,,,,,,,X,,,,,,,
,,58106705,000000,"Pizza, with meat and vegetables, prepared from frozen, thick crust",X,,,,,,,,X,,,,,,,
,,58106720,000000,"Pizza, with meat and vegetables, thin crust",X,,,,,,,,X,,,X,,,,
,,58106725,000000,"Pizza, with meat and vegetables, regular crust",X,,,,,,,,X,,,X,,,,
,,58106730,000000,"Pizza, with meat and vegetables, thick crust",X,,,,,,,,X,,,X,,,,
,,58106733,000000,"Pizza, with extra meat and extra vegetables, prepared from frozen, thin crust",X,,,,,,,,X,,,,,,,
,,58106734,000000,"Pizza, with extra meat and extra vegetables, prepared from frozen, thick crust",X,,,,,,,,X,,,,,,,
,,58106736,000000,"Pizza, with extra meat and extra vegetables, thin crust (Supreme Pizza, Extravaganzza)",X,,,,,,,,X,,,X,,,,
,,58106737,000000,"Pizza, with extra meat and extra vegetables, thick crust (Supreme Pizza, Extravaganzza)",X,,,,,,,,X,,,X,,,,
,,58106738,000000,"Pizza, with extra meat and extra vegetables, regular crust (Supreme Pizza, Extravaganzza)",X,,,,,,,,X,,,X,,,,
,,58106750,000000,"Pizza, with ham and pineapple, thin crust",X,,,,,,,,X,,,X,,,,
,,58106755,000000,"Pizza, with ham and pineapple, regular crust",X,,,,,,,,X,,,X,,,,
,,58106760,000000,"Pizza, with ham and pineapple, thick crust",X,,,,,,,,X,,,X,,,,
,,58106780,000000,"Pizza, with meat and vegetables, prepared from frozen, lowfat, thin crust",X,,,,,,,,X,,,,,,,
,,58106820,000000,"Pizza, with beans and vegetables, thin crust (Pizza Hut Taco Pizza)",X,,,,,,,,X,,,X,,,,
,,58106825,000000,"Pizza, with beans and vegetables, regular crust (Pizza Hut Taco Pizza)",X,,,,,,,,X,,,X,,,,
,,58106830,000000,"Pizza, with beans and vegetables, thick crust (Pizza Hut Taco Pizza)",X,,,,,,,,X,,,X,,,,
,,58106910,000000,"Pizza, with seafood, thin crust",X,,,,,,,,X,,,X,,,,
,,58106915,000000,"Pizza, with seafood, regular crust",X,,,,,,,,X,,,X,,,,
,,58106920,000000,"Pizza, with seafood, thick crust",X,,,,,,,,X,,,X,,,,
,,58107050,000000,"Pizza, no cheese, thin crust",X,,,,,,,,X,,,X,,,,
,,58107060,000000,"Pizza, no cheese, regular crust",X,,,,,,,,X,,,X,,,,
,,58107100,000000,"Pizza, no cheese, thick crust",X,,,,,,,,X,,,X,,,,
,,58107220,000000,"Pizza, white, thin crust",X,,,,,,,,X,,,X,,,,
,,58107225,000000,"Pizza, white, regular crust",X,,,,,,,,X,,,X,,,,
,,58107230,000000,"Pizza, white, thick crust",X,,,,,,,,X,,,X,,,,
,,58108000,000000,"Calzone, with cheese, meatless (stromboli)",X,,,,,,,,X,,,X,,,,
,,58108010,000000,"Calzone, with meat and cheese (stromboli)",X,,,,,,,,X,,,X,,,,
,,58108030,000000,"Panzerotti, with meat, vegetables, and cheese",X,,,,,,,,X,,,X,,,,
,,58108040,000000,"Panzerotti, with vegetables and cheese",X,,,,,,,,X,,,X,,,,
,,58108050,000000,Pizza rolls,X,,,,,,,,X,X,,,,,,
,,58109000,000000,"Italian pie, meatless (Pizza Hut Priazzo Florentine)",X,,,,,,,,X,,,X,,,,
,,58109010,000000,Italian pie with meat (Pizza Hut Priazzo),X,,,,,,,,X,,,X,,,,
,,58110110,000000,"Egg roll, meatless (spring roll)",X,,,,,,,,X,X,,,,,,
,,58110120,000000,"Egg roll, with shrimp (spring roll)",X,,,,,,,,X,X,,,,,,
,,58110130,000000,"Egg roll, with beef and/or pork (spring roll)",X,,,,,,,,X,X,,,,,,
,,58110170,000000,"Egg roll, with chicken or turkey (spring roll)",X,,,,,,,,X,X,,,,,,
,,58110200,000000,"Summer roll with meat or shrimp, vegetables and rice paper (Vietnamese Bo Bia Roll)",X,,,,,,,,X,X,,,,,,
,,58111110,000000,"Wonton, fried, meat (potsticker)",X,,,,,,,,X,X,,,,,,
,,58111120,000000,"Wonton, fried, vegetable (potsticker)",X,,,,,,,,,X,,,,,,
,,58111130,000000,"Wonton, fried, meat and vegetable (potsticker)",X,,,,,,,,,X,,,,,,
,,58111200,000000,Crab Rangoon ,X,,,,,,,,X,X,,,,,,
,,58112110,000000,"Dim sum, meat filled (egg roll-type)",X,,,,,,,,X,X,,,,,,
,,58112510,000000,"Dumplings, steamed, filled with meat, poultry, or seafood (dim sum)",X,,,,,,,,X,X,,,,,,
,,58115110,000000,"Tamale casserole, Puerto Rican style ",X,,,,,,,,X,,,,,,,
,,58116110,000000,"Meat turnover, Puerto Rican style ",X,,,,,,,,X,,,,,,,
,,58116115,000000,"Empanada, with cheese and vegetables",X,,,,,,,,X,,,,,,,
,,58116120,000000,"Empanada, with meat and vegetables",X,,,,,,,,X,,,,,,,
,,58116130,000000,"Empanada, with chicken and vegetables",X,,,,,,,,X,,,,,,,
,,58116210,000000,"Meat pie, Puerto Rican style ",X,,,,,,,,X,,,,,,,
,,58116310,000000,"Cheese turnover, Puerto Rican style",X,,,,,,,,X,,,,,,,
,,58117110,000000,"Cornmeal fritter, Puerto Rican style ",X,,X,,,,,,,X,,,,,,
,,58117210,000000,"Cornmeal stick, Puerto Rican style",X,,,,,,,,X,X,,,,,,
,,58117310,000000,Kibbeh (beef and bulgur) ,X,,,,,,,,X,,,,,,,
,,58117410,000000,"Codfish fritter, Puerto Rican style ",X,,,,,,,X,X,,,,,,,
,,58117510,000000,"Hayaca (hallaca), Puerto Rican style, with pork and vegetables",X,,,,,,,,X,,,,X,,,
,,58118110,000000,"Tembleque, cornstarch coconut pudding, Puerto Rican style",X,,,,,,,,,,,,X,,,
,,58118210,000000,"Harina de maiz con coco, cornmeal coconut pudding, Puerto Rican style",X,,,,,,,,,,,,X,,,
,,58120110,000000,"Crepe, filled with meat, fish, or poultry, with sauce",X,,,,,,,,X,,,,,,,
,,58120120,000000,"Crepe, filled with meat, fish or poultry, no sauce ",X,,,,,,,,X,,,,,,,
,,58121510,000000,"Dumplings, beef (pierogi)",X,,,,,,,,X,,,,,,,
,,58121610,000000,"Dumplings, potato and cheese (pierogi)",X,,,,,,,,X,,,,,,,
,,58121620,000000,"Dumplings, vegetable and cheese (pierogi)",X,,,,,,,,X,X,,,,,,
,,58122210,000000,"Gnocchi, cheese",X,,,X,,,,,X,,,,,,,
,,58122220,000000,"Gnocchi, potato",X,,,X,,,,,X,,,,,,,
,,58122250,000000,Kishka (kishke),X,,,,,,,,X,X,,,,,,
,,58122310,000000,"Knish, potato (pastry filled with potato)",X,,X,,,,,,,X,,,,,,
,,58122320,000000,"Knish, cheese (pastry filled with cheese)",X,,X,,,,,,,X,,,,,,
,,58122330,000000,"Knish, meat (pastry filled with meat)",X,,X,,,,,,,X,,,,,,
,,58123110,000000,"Manapua (sweet bread dough filled with meat, steamed )",X,,X,,,,,,,X,,,,,,
,,58123120,000000,"Manapua (sweet bread dough filled with bean paste, steamed )",X,,X,,,,,,,X,,,,,,
,,58124210,000000,"Pastry, cheese-filled",X,,X,,,,,,,X,,,,,,
,,58124250,000000,Spanakopitta,X,,,,,,,,X,,,,,,,
,,58124500,000000,"Pastry, filled with potatoes and peas, fried (samosa)",X,,X,,,X,,,,X,,,,,,
,,58125110,000000,"Quiche, meat, poultry or fish (Quiche Lorraine)",X,,,,,,,X,X,,,,,,,
,,58125120,000000,"Quiche, spinach, meatless",X,,,,,,,X,X,,,,,,,
,,58125180,000000,"Quiche, cheese, meatless",X,,,,,,,X,X,,,,,,,
,,58126000,000000,Bierock (turnover filled with ground beef and cabbage mixture),X,,,,,,,X,X,,,,,,,
,,58126110,000000,"Turnover, beef",X,,,,,,,X,X,,,,,,,
,,58126120,000000,"Turnover, beef and gravy",X,,,,,,,,X,X,,,,,,
,,58126130,000000,"Turnover, meat and cheese (Hot Pockets Philly Steak & Cheese)",X,,,,,,,X,X,,,,,,,
,,58126140,000000,"Turnover, beef, beans and gravy",X,,,,,,,,X,X,,,,,,
,,58126150,000000,"Turnover, meat, cheese and tomato sauce (Hot Pockets Meatballs & Mozzarella)",X,,,,,,,X,X,,,,,,,
,,58126160,000000,"Turnover, cheese and tomato sauce (Hot Pockets Pizza)",X,,,,,,,,X,X,,,,,,
,,58126170,000000,"Turnover, beef and vegetable",X,,,,,,,,X,X,,,,,,
,,58126180,000000,"Turnover, beef and potato",X,,,,,,,,X,X,,,,,,
,,58126270,000000,"Turnover, chicken and cheese (Hot Pockets Chicken, Broccoli & Cheddar)",X,,,,,,,X,X,,,,,,,
,,58126280,000000,"Turnover, turkey and vegetable, lower in fat (Lean Pockets)",X,,,,,,,X,X,,,,,,,
,,58126290,000000,"Turnover, meat and cheese, lower in fat (Lean Pockets)",X,,,,,,,X,X,,,,,,,
,,58126300,000000,"Turnover, meat, cheese and tomato sauce, lower in fat (Lean Pockets Pizza)",X,,,,,,,X,X,,,,,,,
,,58126310,000000,"Turnover, chicken and gravy",X,,,,,,,X,X,,,,,,,
,,58126400,000000,"Turnover, ham, egg and cheese (Hot Pockets)",X,,,,,,,X,X,,,,,,,
,,58126410,000000,"Turnover, sausage, egg and cheese, lower in fat (Lean Pockets)",X,,,,,,,,X,,,,,,,
,,58127110,000000,Vegetables in pastry,X,,,,,X,,,X,,,,,,,
,,58127150,000000,Vegetables and cheese in pastry,X,,,,,X,,,X,,,,,,,
,,58127200,000000,"Croissant sandwich, with broccoli and cheese",X,,,,,X,,,X,,,,,,,
,,58127210,000000,"Croissant sandwich, with ham and cheese",X,,,,,,,X,X,,,X,,,,
,,58127270,000000,"Croissant sandwich, with sausage and egg",X,,,,,,,X,X,,,X,,,,
,,58127290,000000,"Croissant sandwich, with bacon and egg",X,,,,,,,X,X,,,X,,,,
,,58127310,000000,"Croissant sandwich, with ham, egg, and cheese",X,,,,,,,X,X,,,X,,,,
,,58127330,000000,"Croissant sandwich, with sausage, egg, and cheese",X,,,,,,,X,X,,,X,,,,
,,58127350,000000,"Croissant sandwich, with bacon, egg, and cheese",X,,,,,,,X,X,,,X,,,,
,,58127500,000000,Subway Veggie Delite sub,X,,,,,X,,,X,,,X,,,,
,,58128000,000000,Biscuits with sausage gravy,X,,X,,,,,,,,,X,,,,
,,58128110,000000,Chicken cornbread,X,,X,,,,,,X,,,,,,,
,,58128210,000000,Dressing (stuffing) with oysters,X,,X,,,,,,,,,,,,,
,,58128220,000000,Dressing (stuffing) with chicken or turkey and vegetables,X,,X,,,,,,,,,,,,,
,,58128250,000000,Dressing (stuffing) with meat (sausage) and vegetables ,X,,X,,,,,,,,,,,,,
,,58130011,000000,"Lasagna, with beef",X,,,X,,,,,X,,,,,,,
,,58130013,000000,"Lasagna, with beef, canned (Chef Boyardee)",X,,,X,,,,,X,,,,,,,
,,58130020,000000,"Lasagna, with beef and spinach",X,,,X,,,,,X,,,,,,,
,,58130140,000000,"Lasagna, with chicken or turkey",X,,,X,,,,,X,,,,,,,
,,58130150,000000,"Lasagna, with chicken or turkey, and spinach",X,,,X,,,,,X,,,,,,,
,,58130310,000000,"Lasagna, meatless",X,,,X,,,,,X,,,,,,,
,,58130320,000000,"Lasagna, meatless, with vegetables (vegetarian lasagna)",X,,,X,,,,,X,,,,,,,
,,58130610,000000,"Lasagna with meat, whole wheat noodles ",X,,,X,,,,,X,,,,,,,
,,58130810,000000,"Lasagna, meatless, whole wheat noodles",X,,,X,,,,,X,,,,,,,
,,58130910,000000,"Lasagna with meat, spinach noodles",X,,,X,,,,,X,,,,,,,
,,58130950,000000,"Lasagna, meatless, spinach noodles ",X,,,X,,,,,X,,,,,,,
,,58131310,000000,"Ravioli, meat filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58131320,000000,"Ravioli, meat filled, with tomato sauce or meat sauce",X,,,X,,,,,X,,,,,,,
,,58131323,000000,"Ravioli, meat filled, with tomato sauce or meat sauce, canned (Chef Boyardee)",X,,,X,,,,,X,,,,,,,
,,58131330,000000,"Ravioli, meat filled, with cream sauce",X,,,X,,,,,X,,,,,,,
,,58131510,000000,"Ravioli, cheese filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58131520,000000,"Ravioli, cheese filled, with tomato sauce",X,,,X,,,,,X,,,,,,,
,,58131523,000000,"Ravioli, cheese filled, with tomato sauce, canned (Chef Boyardee)",X,,,X,,,,,X,,,,,,,
,,58131530,000000,"Ravioli, cheese filled, with meat sauce",X,,,X,,,,,X,,,,,,,
,,58131535,000000,"Ravioli, cheese filled, with cream sauce",X,,,X,,,,,X,,,,,,,
,,58131590,000000,"Ravioli, cheese and spinach filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58131600,000000,"Ravioli, cheese and spinach filled, with cream sauce",X,,,X,,,,,X,,,,,,,
,,58131610,000000,"Ravioli, cheese and spinach filled, with tomato sauce",X,,,X,,,,,X,,,,,,,
,,58132110,000000,"Spaghetti with tomato sauce, meatless",X,,,X,,,,,X,,,,,,,
,,58132113,000000,"Pasta with tomato sauce and cheese, canned (SpaghettiOs)",X,,,X,,,,,X,,,,,,,
,,58132310,000000,"Spaghetti and meatballs, tomato sauce, white noodles, oil added",X,,,X,,,,,X,,,,,,,
,,58132310,207656,"Spaghetti and meatballs, tomato sauce, white noodles, no fat added",X,,,,,,,,X,,,,,,,
,,58132313,000000,"Spaghetti and meatballs, canned (Spaghetti-Os)",X,,,X,,,,,X,,,,,,,
,,58132340,000000,"Spaghetti, tomato sauce, white noodles, oil added",X,,,X,,,,,X,,,,,,,
,,58132340,207655,"Spaghetti, tomato sauce, white noodles, no fat added",X,,,,,,,,X,,,,,,,
,,58132350,000000,"Spaghetti, tomato sauce, whole wheat noodles, oil added",X,,,X,,,,,X,,,,,,,
,,58132350,207688,"Spaghetti, tomato sauce, whole wheat noodles, no fat added",X,,,,,,,,X,,,,,,,
,,58132360,000000,"Spaghetti and meatballs, tomato sauce, whole wheat noodles, oil added",X,,,X,,,,,X,,,,,,,
,,58132360,207657,"Spaghetti and meatballs, tomato sauce, whole wheat noodles, no fat added",X,,,,,,,,X,,,,,,,
,,58132450,000000,"Spaghetti, tomato sauce, spinach noodles, oil added",X,,,X,,,,,X,,,,,,,
,,58132460,000000,"Spaghetti and meatballs, tomato sauce, spinach noodles, oil added",X,,,X,,,,,X,,,,,,,
,,58132460,207784,"Spaghetti and meatballs, tomato sauce, spinach noodles, no fat added",X,,,,,,,,X,,,,,,,
,,58132710,000000,"Spaghetti, tomato sauce, with hotdogs, oil added",X,,,X,,,,,X,,,,,,,
,,58132713,000000,"Spaghetti and hotdogs, canned (Spaghetti-Os)",X,,,X,,,,,X,,,,,,,
,,58132810,000000,"Spaghetti, red clam sauce",X,,,X,,,,,X,,,,,,,
,,58132820,000000,"Spaghetti, white clam sauce",X,,,X,,,,,X,,,,,,,
,,58132910,000000,"Spaghetti, tomato sauce, with chicken, oil added",X,,,X,,,,,X,,,,,,,
,,58132910,207677,"Spaghetti, tomato sauce, with chicken, no fat added",X,,,,,,,,X,,,,,,,
,,58133110,000000,"Manicotti, cheese filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58133120,000000,"Manicotti, cheese filled, with tomato sauce, meatless",X,,,X,,,,,X,,,,,,,
,,58133130,000000,"Manicotti, cheese filled, with meat sauce",X,,,X,,,,,X,,,,,,,
,,58133140,000000,"Manicotti, vegetable  and cheese filled, with tomato sauce, meatless",X,,,X,,,,,X,,,,,,,
,,58134110,000000,"Stuffed shells, cheese filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58134120,000000,"Stuffed shells, cheese filled, with tomato sauce, meatless",X,,,X,,,,,X,,,,,,,
,,58134130,000000,"Stuffed shells, cheese filled, with meat sauce",X,,,X,,,,,X,,,,,,,
,,58134160,000000,"Stuffed shells, cheese  and spinach  filled, no sauce",X,,,X,,,,,X,,,,,,,
,,58134210,000000,"Stuffed shells, with chicken, with tomato sauce",X,,,X,,,,,X,,,,,,,
,,58134310,000000,"Stuffed shells, with fish and/or shellfish, with tomato sauce",X,,,X,,,,,X,,,,,,,
,,58134610,000000,"Tortellini, meat filled, with tomato sauce",X,,,X,,,,,X,,,,,,,
